-1.289669573307037354e-01,-1.002918720245361328e+00,-2.722948193550109863e-01,8.317942917346954346e-02,1.695204675197601318e-01,7.462136447429656982e-02
3.030244410037994385e-01,2.756376564502716064e-01,9.637545347213745117e-01,2.866125106811523438e-01,1.817544922232627869e-02,2.905187010765075684e-01
-1.017841339111328125e+00,-1.347880512475967407e-01,-2.060436755418777466e-01,-2.130972221493721008e-03,1.073310449719429016e-01,2.375111579895019531e-01
4.715619087219238281e-01,-1.850109994411468506e-01,-9.165276885032653809e-01,-9.786022827029228210e-03,1.575092077255249023e-01,9.815768897533416748e-02
5.505881309509277344e-01,7.431767582893371582e-01,-4.910842180252075195e-01,1.570122987031936646e-01,7.556512951850891113e-02,6.092276796698570251e-02
6.661912798881530762e-02,1.002481698989868164e+00,2.953220009803771973e-01,1.370614767074584961e-02,2.065908908843994141e-01,2.855255603790283203e-01
3.372881710529327393e-01,-1.403734534978866577e-01,9.814044833183288574e-01,1.495325416326522827e-01,2.476660162210464478e-01,1.488083228468894958e-02
-2.775532901287078857e-01,-9.575479030609130859e-01,3.204513192176818848e-01,1.010688841342926025e-01,2.244498431682586670e-01,1.033040229231119156e-02
8.877207338809967041e-02,5.621292628347873688e-03,-1.043413043022155762e+00,-5.471693351864814758e-02,2.019301503896713257e-01,1.812643110752105713e-01
7.978451997041702271e-02,-1.529778838157653809e-01,1.032886743545532227e+00,2.381656914949417114e-01,-6.373481452465057373e-02,2.538402937352657318e-02
-5.151223540306091309e-01,6.264128684997558594e-01,-6.624791622161865234e-01,4.946321249008178711e-02,1.481410488486289978e-02,2.467492520809173584e-01
1.056843344122171402e-02,-5.039067938923835754e-02,-1.045931100845336914e+00,1.067194938659667969e-01,3.657292127609252930e-01,1.231149807572364807e-01
5.582298636436462402e-01,2.154992148280143738e-02,8.857413530349731445e-01,4.423609375953674316e-02,1.369525045156478882e-01,2.117680311203002930e-01
-5.567435622215270996e-01,-6.368367075920104980e-01,6.173316836357116699e-01,3.145348727703094482e-01,-1.307238191366195679e-01,1.014818921685218811e-01
-1.405023485422134399e-01,-8.871341943740844727e-01,-5.384002327919006348e-01,2.533509433269500732e-01,1.373798996210098267e-01,-6.764382123947143555e-04
3.622318506240844727e-01,-1.902538836002349854e-01,-9.639577269554138184e-01,-9.488447010517120361e-02,2.685813009738922119e-01,3.763034939765930176e-02
-8.575898408889770508e-01,-5.407441258430480957e-01,-2.622179090976715088e-01,2.953927814960479736e-01,1.393595486879348755e-01,2.515354156494140625e-01
5.822219848632812500e-01,8.456164002418518066e-01,-2.063326686620712280e-01,-2.606405690312385559e-02,1.022118031978607178e-01,1.804024428129196167e-01
7.935191392898559570e-01,-4.571750164031982422e-01,-5.078790783882141113e-01,9.512540698051452637e-02,9.357412159442901611e-02,6.956599652767181396e-02
-4.846410155296325684e-01,5.946671366691589355e-01,7.128231525421142578e-01,1.788180768489837646e-01,8.910654485225677490e-02,3.924169540405273438e-01
-6.754124760627746582e-01,-7.999288439750671387e-01,-2.354880049824714661e-02,2.217925935983657837e-01,1.549028754234313965e-01,2.387968897819519043e-01
1.582898944616317749e-01,7.662261724472045898e-01,6.960349082946777344e-01,9.554864466190338135e-02,1.962827444076538086e-01,1.259956806898117065e-01
4.748963415622711182e-01,9.092588424682617188e-01,-2.105813175439834595e-01,-3.882472962141036987e-02,3.174012601375579834e-01,2.478889971971511841e-01
7.734905928373336792e-02,-5.515311360359191895e-01,-8.868221044540405273e-01,2.109293192625045776e-01,4.216497838497161865e-01,2.086322903633117676e-01
5.284864902496337891e-01,-5.035066604614257812e-01,7.508700489997863770e-01,1.939685046672821045e-01,2.014698833227157593e-01,6.529397517442703247e-02
-4.444411098957061768e-01,4.571417868137359619e-01,-8.307323455810546875e-01,-1.007382944226264954e-02,3.800360113382339478e-02,1.102269664406776428e-01
-1.198258250951766968e-01,8.458784818649291992e-01,-6.056021451950073242e-01,-9.939067065715789795e-02,4.010029137134552002e-02,2.666572332382202148e-01
4.776639640331268311e-01,8.611376881599426270e-01,3.562326729297637939e-01,7.843733578920364380e-02,2.609217464923858643e-01,2.647325098514556885e-01
-8.413030505180358887e-01,-5.339980721473693848e-01,3.219906389713287354e-01,2.528236508369445801e-01,-2.231112867593765259e-02,2.747175097465515137e-02
3.358494937419891357e-01,3.085069656372070312e-01,-9.426831007003784180e-01,1.553945839405059814e-01,1.818221956491470337e-01,3.833859413862228394e-02
3.792851865291595459e-01,7.187011241912841797e-01,-6.604803800582885742e-01,-9.683303534984588623e-02,7.984848320484161377e-02,2.779173851013183594e-01
1.008084416389465332e+00,1.875984221696853638e-01,2.125921994447708130e-01,3.127308189868927002e-01,3.330139517784118652e-01,4.066364467144012451e-02
5.699253678321838379e-01,-8.783845901489257812e-01,1.576380804181098938e-02,1.979289501905441284e-01,2.425001710653305054e-01,-1.402667909860610962e-01
-4.238310456275939941e-01,-8.732621073722839355e-01,3.929419219493865967e-01,2.326091527938842773e-01,1.780784875154495239e-01,1.057967022061347961e-01
6.726701855659484863e-01,-4.777600467205047607e-01,6.448899507522583008e-01,3.468632698059082031e-01,1.732952296733856201e-01,1.706399619579315186e-01
-1.529920548200607300e-01,2.251214385032653809e-01,-1.011205434799194336e+00,1.717555075883865356e-01,1.838927865028381348e-01,1.223103031516075134e-01
-9.880085587501525879e-01,1.436829566955566406e-03,3.470733165740966797e-01,6.285443156957626343e-02,1.507354080677032471e-01,1.492628902196884155e-01
-8.895761966705322266e-01,-2.416481636464595795e-02,5.519900918006896973e-01,3.480260260403156281e-03,-6.861244142055511475e-02,2.030642330646514893e-01
5.399250388145446777e-01,8.718296289443969727e-01,2.121714502573013306e-01,5.056394636631011963e-02,6.452377885580062866e-02,2.823131978511810303e-01
5.744559168815612793e-01,-1.838361620903015137e-01,-8.560533523559570312e-01,1.673222035169601440e-01,1.350955367088317871e-01,-1.627795770764350891e-02
1.845899969339370728e-01,9.223859906196594238e-01,4.601667523384094238e-01,1.860304921865463257e-01,1.151236370205879211e-01,1.875583976507186890e-01
-1.001029610633850098e+00,2.925060987472534180e-01,9.488224983215332031e-02,2.617963850498199463e-01,2.684362232685089111e-03,2.312001883983612061e-01
-4.132410883903503418e-01,2.089679837226867676e-01,-9.392479658126831055e-01,6.067684292793273926e-02,-6.440475583076477051e-03,2.805950641632080078e-01
7.122755050659179688e-01,-6.408746838569641113e-01,4.225706756114959717e-01,1.594179868698120117e-01,1.078699529170989990e-02,6.147012114524841309e-03
-8.192327022552490234e-01,1.769360154867172241e-01,6.278330087661743164e-01,1.064425185322761536e-01,1.319468021392822266e-01,2.269961833953857422e-01
-7.205333113670349121e-01,3.819583952426910400e-01,6.569340825080871582e-01,1.587401926517486572e-01,3.203900158405303955e-02,1.256903707981109619e-01
3.109832108020782471e-01,9.790512919425964355e-01,-2.033979594707489014e-01,1.862255930900573730e-01,2.504415214061737061e-01,1.923526227474212646e-01
-8.518010377883911133e-01,1.094667613506317139e-01,5.992285013198852539e-01,2.557455301284790039e-01,-3.941860049962997437e-02,2.459098845720291138e-01
-2.441199421882629395e-01,-9.127383232116699219e-01,4.515937864780426025e-01,2.645533680915832520e-01,-4.246466979384422302e-02,-8.777549862861633301e-02
-1.588192284107208252e-01,8.967114686965942383e-01,-5.170181989669799805e-01,4.551123082637786865e-02,2.097426801919937134e-01,2.666862308979034424e-01
-5.671878457069396973e-01,5.141406506299972534e-02,-8.787930607795715332e-01,1.010355539619922638e-03,-2.547794580459594727e-02,2.524444162845611572e-01
-4.499479234218597412e-01,8.548747897148132324e-01,-4.041765630245208740e-01,1.241941452026367188e-01,4.849061369895935059e-02,3.661221265792846680e-01
6.907759904861450195e-01,7.835559248924255371e-01,7.410375773906707764e-02,1.090091094374656677e-01,3.538268804550170898e-01,1.589077413082122803e-01
4.785021841526031494e-01,9.208416938781738281e-01,1.403886079788208008e-01,2.009289264678955078e-01,1.919093579053878784e-01,1.206259280443191528e-01
3.774507343769073486e-01,9.766903519630432129e-01,-1.515800971537828445e-02,1.205479651689529419e-01,2.306144982576370239e-01,2.958357930183410645e-01
